card_id,name,price,num_printings,reprinted,in_structure_deck,num_distinct_rarities,top_rarity_tier,has_premium_rarity,tcg_date,tcg_age_years,tcg_native,in_ocg,ocg_age_years,card_class,race,attribute,level,atk,def_,has_archetype,archetype,ban_tcg,ban_ocg,views,upvotes,downvotes,log_price
85327820,A.I.'s Ritual,0.08,2,True,False,1,0,False,2020-01-30,6.5160848733744015,True,True,6.8172484599589325,Spell,Ritual,None,,,,True,@Ignister,Unlimited,Unlimited,67326,6,3,-2.5257286443082556
54374642,A.I.'s Show,0.15,1,False,False,1,3,False,2021-12-02,4.676249144421629,True,True,5.149897330595483,Trap,Normal,None,,,,True,A.I.,Unlimited,Unlimited,15994,0,0,-1.8971199848858813
22933016,A.I.dle Reborn,0.14,2,True,False,2,1,False,2020-01-30,6.5160848733744015,True,True,6.8172484599589325,Spell,Quick-Play,None,,,,True,@Ignister,Unlimited,Unlimited,167931,3,1,-1.9661128563728327
69381150,A.I.Q,0.05,2,True,False,1,0,False,2020-04-30,6.26694045174538,True,True,6.568104038329911,Trap,Continuous,None,,,,True,@Ignister,Unlimited,Unlimited,31994,2,2,-2.995732273553991
96146814,A/D Changer,0.23,4,True,False,1,0,False,2010-08-07,15.997262149212867,True,True,16.303901437371664,Monster,Warrior,LIGHT,1.0,100.0,100.0,False,,Unlimited,Unlimited,124048,3,1,-1.4696759700589417
12694768,Abaki,0.11,2,True,False,1,0,False,2006-11-15,19.72347707049966,True,True,19.98904859685147,Monster,Fiend,FIRE,4.0,1700.0,1100.0,False,,Unlimited,Unlimited,63500,8,1,-2.2072749131897207
89718302,Abare Ushioni,0.11,2,True,False,1,0,False,2005-03-01,21.43189596167009,True,True,20.659822039698838,Monster,Beast-Warrior,EARTH,4.0,1200.0,1200.0,False,,Unlimited,Unlimited,88866,6,3,-2.2072749131897207
1561110,ABC-Dragon Buster,0.29,6,True,True,5,4,True,2016-10-20,9.793292265571527,True,True,10.132785763175907,Monster,Machine,LIGHT,8.0,3000.0,2800.0,True,ABC,Unlimited,Unlimited,428219,50,28,-1.2378743560016174
21846145,Abduction,0.08,1,False,False,1,2,False,2025-05-01,1.264887063655031,True,True,1.5277207392197125,Trap,Normal,None,,,,False,,Unlimited,Unlimited,6122,0,0,-2.5257286443082556
80801743,Abominable Chamber of the Unchained,0.64,2,True,False,1,0,False,2019-10-24,6.784394250513347,True,True,7.066392881587953,Trap,Normal,None,,,,True,Unchained,Unlimited,Unlimited,436141,4,0,-0.4462871026284195
1966438,Abominable Unchained Soul,0.21,2,True,False,2,2,False,2020-01-30,6.5160848733744015,True,True,6.8172484599589325,Monster,Fiend,DARK,8.0,3000.0,1500.0,False,,Unlimited,Unlimited,426784,13,5,-1.5606477482646683
27412542,Abomination's Prison,0.11,9,True,False,7,5,True,2019-10-24,6.784394250513347,True,True,7.066392881587953,Spell,Normal,None,,,,True,Unchained,Unlimited,Unlimited,421303,4,0,-2.2072749131897207
80073414,Absolute Axon Kicker,0.13,1,False,False,1,0,False,2025-07-03,1.0924024640657084,True,True,1.2785763175906912,Monster,Psychic,LIGHT,11.0,3400.0,2200.0,False,,Unlimited,Unlimited,54179,0,0,-2.0402208285265546
70832512,Absolute Crusader,0.1,2,True,False,2,2,False,2011-08-06,15.000684462696784,True,True,15.307323750855579,Monster,Warrior,EARTH,4.0,1800.0,1200.0,False,,Unlimited,Unlimited,58165,6,4,-2.3025850929940455
27744077,Absolute End,0.09,3,True,False,2,0,False,2004-10-01,21.845311430527037,True,True,22.193018480492814,Trap,Normal,None,,,,False,,Unlimited,Unlimited,86999,2,3,-2.4079456086518722
60990740,Absolute King Back Jack,0.12,8,True,True,6,4,True,2015-03-19,11.383983572895277,True,True,11.378507871321013,Monster,Fiend,DARK,1.0,0.0,0.0,False,,Unlimited,Unlimited,550732,11,2,-2.120263536200091
51779204,Absolute Powerforce,0.21,1,False,True,1,0,False,2023-09-21,2.8747433264887063,True,True,3.1184120465434635,Spell,Quick-Play,None,,,,True,Signature move,Unlimited,Unlimited,41005,0,0,-1.5606477482646683
71422989,Absorb Fusion,0.24,2,True,False,2,4,True,2015-08-06,11.000684462696784,True,True,11.991786447638603,Spell,Normal,None,,,,True,Gem-,Unlimited,Unlimited,99518,10,3,-1.4271163556401458
3900605,Absorbing Jar,0.1,3,True,False,2,1,False,2012-04-28,14.272416153319645,True,True,14.464065708418891,Monster,Rock,EARTH,3.0,600.0,500.0,False,,Unlimited,Unlimited,63601,6,3,-2.3025850929940455
49771608,Absorbing Kid from the Sky,0.14,2,True,False,1,0,False,2004-06-01,22.17932922655715,True,True,22.442162902121833,Monster,Fairy,LIGHT,4.0,1300.0,1000.0,False,,Unlimited,Unlimited,82164,2,4,-1.9661128563728327
67748760,Absorouter Dragon,0.16,2,True,True,2,2,False,2019-08-15,6.976043805612594,True,True,7.123887748117728,Monster,Dragon,DARK,7.0,1200.0,2800.0,True,Rokket,Unlimited,Unlimited,745136,21,4,-1.8325814637483102
15308295,Abyss Actor - Comic Relief,0.15,2,True,False,2,1,False,2018-09-27,7.857631759069131,True,True,8.158795345653662,Monster,Fiend,DARK,3.0,1000.0,2000.0,True,Abyss Actor,Unlimited,Unlimited,80977,5,2,-1.8971199848858813
44179224,Abyss Actor - Curtain Raiser,0.18,2,True,False,2,3,False,2017-07-06,9.084188911704311,True,True,9.232032854209445,Monster,Fiend,DARK,4.0,1100.0,1000.0,True,Abyss Actor,Unlimited,Unlimited,368294,5,0,-1.7147984280919266
52240819,Abyss Actor - Evil Heel,0.64,1,False,False,1,4,True,2016-11-17,9.716632443531827,True,True,9.998631074606434,Monster,Fiend,DARK,8.0,3000.0,2000.0,True,Abyss Actor,Unlimited,Unlimited,64400,7,6,-0.4462871026284195
88412339,Abyss Actor - Extras,0.16,2,True,False,2,2,False,2016-11-17,9.716632443531827,True,True,9.998631074606434,Monster,Fiend,DARK,1.0,100.0,100.0,True,Abyss Actor,Unlimited,Unlimited,83432,3,2,-1.8325814637483102
99634927,Abyss Actor - Funky Comedian,0.21,1,False,False,1,2,False,2016-11-17,9.716632443531827,True,True,9.998631074606434,Monster,Fiend,DARK,1.0,300.0,200.0,True,Abyss Actor,Unlimited,Unlimited,41356,2,2,-1.5606477482646683
2368215,Abyss Actor - Hyper Director,0.18,1,False,False,1,3,False,2020-03-19,6.381930184804928,True,True,6.702258726899384,Monster,Fiend,DARK,,800.0,,True,Abyss Actor,Unlimited,Unlimited,63457,4,1,-1.7147984280919266
24907044,Abyss Actor - Leading Lady,0.13,2,True,False,2,4,True,2016-11-17,9.716632443531827,True,True,9.998631074606434,Monster,Fiend,DARK,4.0,1500.0,1000.0,True,Abyss Actor,Unlimited,Unlimited,51187,2,7,-2.0402208285265546
65477143,Abyss Actor - Liberty Dramatist,0.05,1,False,False,1,0,False,2023-02-09,3.488021902806297,True,True,3.808350444900753,Monster,Fiend,DARK,4.0,1500.0,1500.0,True,Abyss Actor,Unlimited,Unlimited,18689,0,0,-2.995732273553991
78310590,Abyss Actor - Mellow Madonna,0.25,2,True,False,2,2,False,2018-09-27,7.857631759069131,True,True,8.158795345653662,Monster,Fiend,DARK,7.0,1800.0,2500.0,True,Abyss Actor,Unlimited,Unlimited,92595,9,3,-1.3862943611198906
51028231,Abyss Actor - Sassy Rookie,0.23,1,False,False,1,2,False,2016-11-17,9.716632443531827,True,True,9.998631074606434,Monster,Fiend,DARK,4.0,1700.0,1000.0,True,Abyss Actor,Unlimited,Unlimited,59903,3,3,-1.4696759700589417
47404795,Abyss Actor - Super Producer,0.09,1,False,False,1,0,False,2023-02-09,3.488021902806297,True,True,3.808350444900753,Monster,Fiend,DARK,,1600.0,,True,Abyss Actor,Unlimited,Unlimited,53016,0,0,-2.4079456086518722
25629622,Abyss Actor - Superstar,0.24,2,True,False,2,4,True,2016-11-17,9.716632443531827,True,True,9.998631074606434,Monster,Fiend,DARK,7.0,2500.0,1800.0,True,Abyss Actor,Unlimited,Unlimited,85851,4,5,-1.4271163556401458
39024589,Abyss Actor - Trendy Understudy,0.07,3,True,False,1,0,False,2017-08-03,9.007529089664613,True,True,10.042436687200547,Monster,Fiend,DARK,2.0,700.0,700.0,True,Abyss Actor,Unlimited,Unlimited,47353,1,2,-2.659260036932778
7279373,Abyss Actor - Twinkle Little Star,0.13,1,False,False,1,0,False,2020-08-06,5.9986310746064335,True,True,9.69199178644764,Monster,Fiend,DARK,4.0,1000.0,1000.0,True,Abyss Actor,Unlimited,Unlimited,60142,6,2,-2.0402208285265546
51391183,Abyss Actor - Wild Hope,0.27,2,True,False,2,4,True,2016-11-17,9.716632443531827,True,True,9.998631074606434,Monster,Fiend,DARK,4.0,1600.0,1200.0,True,Abyss Actor,Unlimited,Unlimited,79210,1,4,-1.3093333199837622
59057953,Abyss Actors Back Stage,0.12,2,True,False,2,2,False,2016-11-17,9.716632443531827,True,True,9.998631074606434,Trap,Normal,None,,,,True,Abyss Actor,Unlimited,Unlimited,33014,2,2,-2.120263536200091
4682617,Abyss Actors' Curtain Call,0.1,2,True,False,1,0,False,2018-09-27,7.857631759069131,True,True,8.158795345653662,Trap,Normal,None,,,,True,Abyss Actor,Unlimited,Unlimited,29574,2,0,-2.3025850929940455
6004133,Abyss Actors' Dress Rehearsal,0.15,1,False,False,1,2,False,2023-02-09,3.488021902806297,True,True,3.808350444900753,Spell,Normal,None,,,,True,Abyss Actor,Unlimited,Unlimited,28145,0,0,-1.8971199848858813
21044178,Abyss Dweller,0.16,15,True,False,10,5,True,2012-11-09,13.738535249828884,True,True,13.218343600273785,Monster,Sea Serpent,WATER,4.0,1700.0,1400.0,False,,Forbidden,Forbidden,2437996,19,7,-1.8325814637483102
82184400,Abyss Keeper,0.13,2,True,False,2,3,False,2021-11-04,4.7529089664613275,True,True,4.7529089664613275,Monster,Fish,WATER,,1500.0,,False,,Unlimited,Unlimited,111520,1,0,-2.0402208285265546
86132414,Abyss of the Sacred Beasts,0.15,1,False,False,1,0,False,2026-07-02,0.09582477754962354,True,True,0.28199863107460643,Trap,Continuous,None,,,,True,Phantasm,Unlimited,Unlimited,19221,0,0,-1.8971199848858813
77297908,Abyss Playhouse - Fantastic Theater,0.17,2,True,False,2,1,False,2018-09-27,7.857631759069131,True,True,8.158795345653662,Spell,Field,None,,,,True,Abyss Actor,Unlimited,Unlimited,73063,6,0,-1.7719568419318752
86578200,Abyss Prop - Wild Wagon,0.13,1,False,False,1,2,False,2016-11-17,9.716632443531827,True,True,9.998631074606434,Spell,Continuous,None,,,,True,Abyss Actor,Unlimited,Unlimited,31189,1,2,-2.0402208285265546
70564929,Abyss Script - Abysstainment,0.23,1,False,False,1,3,False,2017-07-06,9.084188911704311,True,True,9.232032854209445,Spell,Continuous,None,,,,True,Abyss Actor,Unlimited,Unlimited,59076,5,0,-1.4696759700589417
33503878,Abyss Script - Dramatic Story,0.11,1,False,False,1,0,False,2023-02-09,3.488021902806297,True,True,3.808350444900753,Spell,Normal,None,,,,True,Abyss Script,Unlimited,Unlimited,22097,0,0,-2.2072749131897207
87390798,Abyss Script - Fantasy Magic,0.22,1,False,False,1,2,False,2016-11-17,9.716632443531827,True,True,9.998631074606434,Spell,Normal,None,,,,True,Abyss Actor,Unlimited,Unlimited,27562,2,3,-1.5141277326297755
50179591,Abyss Script - Fire Dragon's Lair,0.18,1,False,False,1,2,False,2016-11-17,9.716632443531827,True,True,9.998631074606434,Spell,Normal,None,,,,True,Abyss Actor,Unlimited,Unlimited,43335,4,2,-1.7147984280919266
23784496,Abyss Script - Opening Ceremony,0.18,2,True,False,2,2,False,2016-11-17,9.716632443531827,True,True,9.998631074606434,Spell,Normal,None,,,,True,Abyss Actor,Unlimited,Unlimited,53651,2,4,-1.7147984280919266
13662809,Abyss Script - Rise of the Abyss King,0.2,2,True,False,2,4,True,2016-11-17,9.716632443531827,True,True,9.998631074606434,Spell,Normal,None,,,,True,Abyss Actor,Unlimited,Unlimited,71246,5,2,-1.6094379124341003
41803903,Abyss Script - Romantic Terror,0.1,2,True,False,2,1,False,2018-09-27,7.857631759069131,True,True,8.158795345653662,Spell,Quick-Play,None,,,,True,Abyss Actor,Unlimited,Unlimited,31513,1,0,-2.3025850929940455
61496006,Abyss Shark,0.18,8,True,False,7,5,True,2022-06-16,4.139630390143737,True,True,4.7091033538672145,Monster,Fish,WATER,5.0,1200.0,700.0,True,Abyss-,Unlimited,Unlimited,311316,5,0,-1.7147984280919266
18318842,Abyss Soldier,12.99,4,True,True,4,2,False,2004-11-26,21.691991786447637,True,True,22.02053388090349,Monster,Aqua,WATER,4.0,1800.0,1300.0,False,,Unlimited,Unlimited,238147,12,5,2.5641798306825083
97232518,Abyss Stungray,0.09,2,True,False,1,0,False,2015-05-14,11.23066392881588,True,True,11.474332648870636,Trap,Continuous,None,,,,False,,Unlimited,Unlimited,109848,3,0,-2.4079456086518722
88409165,Abyss Warrior,0.17,1,False,False,1,0,False,2012-11-09,13.738535249828884,True,True,14.042436687200547,Monster,Aqua,WATER,4.0,1800.0,1300.0,False,,Unlimited,Unlimited,39879,3,0,-1.7719568419318752
19596712,Abyss-scale of Cetus,0.25,1,False,False,1,0,False,2013-01-25,13.527720739219713,True,True,13.716632443531827,Spell,Equip,None,,,,True,Mermail,Unlimited,Unlimited,51477,2,4,-1.3862943611198906
8719957,Abyss-scale of the Kraken,0.26,1,False,False,1,0,False,2012-11-09,13.738535249828884,True,True,14.042436687200547,Spell,Equip,None,,,,True,Mermail,Unlimited,Unlimited,61240,3,1,-1.3470736479666092
72932673,Abyss-scale of the Mizuchi,0.36,2,True,False,1,0,False,2013-05-17,13.221081451060916,True,True,13.467488021902806,Spell,Equip,None,,,,True,Mermail,Unlimited,Unlimited,117284,3,2,-1.0216512475319814
79206750,Abyss-scorn,0.1,1,False,False,1,0,False,2013-01-25,13.527720739219713,True,True,13.716632443531827,Trap,Normal,None,,,,True,Mermail,Unlimited,Unlimited,36534,6,0,-2.3025850929940455
60202749,Abyss-sphere,19.09,2,True,False,2,5,True,2012-11-09,13.738535249828884,True,True,14.042436687200547,Trap,Continuous,None,,,,True,Mermail,Unlimited,Unlimited,52140,1,0,2.949164637737656
34707034,Abyss-squall,0.48,1,False,False,1,2,False,2012-11-09,13.738535249828884,True,True,14.042436687200547,Trap,Normal,None,,,,True,Mermail,Unlimited,Unlimited,35877,1,1,-0.7339691750802004
63941169,Abyss-steam,0.2,1,False,False,1,2,False,2025-01-23,1.5331964407939767,True,True,1.7768651608487338,Trap,Normal,None,,,,True,Abyss-,Unlimited,Unlimited,22660,0,0,-1.6094379124341003
81878201,Abyss-sting Triaina,0.14,2,True,False,2,3,False,2024-07-27,2.026009582477755,True,True,1.8206707734428473,Spell,Equip,None,,,,True,Abyss-,Unlimited,Unlimited,63222,0,0,-1.9661128563728327
97697447,Abyss-strom,0.24,1,False,False,1,1,False,2012-11-09,13.738535249828884,True,True,14.042436687200547,Trap,Normal,None,,,,True,Umi,Unlimited,Unlimited,44057,2,0,-1.4271163556401458
89801755,Abyssal Designator,0.13,3,True,False,2,0,False,2004-10-01,21.845311430527037,True,True,22.193018480492814,Spell,Normal,None,,,,False,,Unlimited,Unlimited,101299,4,0,-2.0402208285265546
44223284,Abyssal Kingshark,0.12,4,True,False,3,4,True,2007-08-15,18.976043805612594,True,True,17.894592744695416,Monster,Fish,WATER,4.0,1700.0,600.0,False,,Unlimited,Unlimited,51938,5,0,-2.120263536200091
17080584,"Abyssrhine, the Atlantean Spirit",0.22,3,True,False,3,4,True,2024-07-27,2.026009582477755,True,True,1.8206707734428473,Monster,Aqua,WATER,3.0,1600.0,1600.0,True,Abyss-,Unlimited,Unlimited,290845,0,0,-1.5141277326297755
9453320,"Abysstrite, the Atlantean Spirit",0.3,1,False,False,1,2,False,2025-01-23,1.5331964407939767,True,True,1.7768651608487338,Monster,Sea Serpent,WATER,7.0,2100.0,2800.0,True,Abyss-,Unlimited,Unlimited,110495,0,0,-1.2039728043259361
30983281,Accel Synchro Stardust Dragon,0.28,4,True,False,4,4,True,2023-03-09,3.4113620807665983,True,True,4.459958932238193,Monster,Dragon,WIND,8.0,2500.0,2000.0,True,Stardust,Unlimited,Unlimited,630320,7,0,-1.2729656758128873
37675907,Accel Synchron,0.19,3,True,True,2,2,False,2015-08-27,10.94318959616701,True,True,11.665982203969884,Monster,Machine,DARK,5.0,500.0,2100.0,True,Synchron,Unlimited,Unlimited,517037,20,8,-1.6607312068216509
34838437,Accellight,0.18,2,True,False,2,3,False,2013-03-07,13.415468856947296,True,True,13.88911704312115,Spell,Normal,None,,,,True,Photon,Unlimited,Unlimited,161748,2,2,-1.7147984280919266
86066372,Accesscode Talker,0.3,15,True,False,9,5,True,2020-04-30,6.26694045174538,True,True,6.568104038329911,Monster,Cyberse,DARK,,2300.0,,True,Code Talker,Unlimited,Unlimited,4582964,67,6,-1.2039728043259361
98444741,Accumulated Fortune,0.81,1,False,False,1,0,False,2006-11-15,19.72347707049966,True,True,19.98904859685147,Trap,Normal,None,,,,False,,Unlimited,Unlimited,137529,7,0,-0.21072103131565253
10796448,Ace★Spades Speculation,0.28,1,False,False,1,4,True,2024-06-20,2.127310061601643,True,True,2.639288158795346,Monster,Warrior,LIGHT,7.0,2500.0,2500.0,False,,Unlimited,Unlimited,29851,0,0,-1.2729656758128873
98865920,Achacha Archer,0.11,4,True,False,2,1,False,2011-08-06,15.000684462696784,True,True,15.307323750855579,Monster,Warrior,FIRE,3.0,1200.0,600.0,False,,Unlimited,Unlimited,69296,5,4,-2.2072749131897207
62476197,Achacha Chanbara,0.16,1,False,False,1,0,False,2012-11-09,13.738535249828884,True,True,14.042436687200547,Monster,Warrior,FIRE,3.0,1400.0,400.0,False,,Unlimited,Unlimited,31408,4,0,-1.8325814637483102
15808381,Achichi @Ignister,0.09,3,True,False,3,4,True,2020-01-30,6.5160848733744015,True,True,6.8172484599589325,Monster,Cyberse,FIRE,2.0,800.0,800.0,True,@Ignister,Unlimited,Unlimited,214545,12,4,-2.4079456086518722
21323861,Acid Rain,0.14,3,True,False,3,2,False,2005-06-30,21.100616016427104,True,True,27.041752224503764,Spell,Normal,None,,,,False,,Unlimited,Unlimited,31547,3,1,-1.9661128563728327
41356845,Acid Trap Hole,0.15,8,True,True,5,4,True,2002-03-19,24.383299110198493,True,True,27.080082135523615,Trap,Normal,None,,,,True,Hole,Unlimited,Unlimited,167412,17,2,-1.8971199848858813
35956022,Acidic Downpour,0.1,1,False,False,1,0,False,2008-01-26,18.527036276522928,True,True,18.702258726899384,Spell,Field,None,,,,False,,Unlimited,Unlimited,37373,1,0,-2.3025850929940455
